order_id,product,category,quantity,price_per_unit,total_price,order_date
492,Hat,Sports,7,120.0,840.0,2023-10-01
493,Laptop,Furniture,7,60.0,420.0,2023-08-02
494,Hammer,Tools,10,180.0,1800.0,2023-09-06
495,Shirt,Garden,2,190.0,380.0,2023-08-29
496,Gloves,Clothing,3,40.0,120.0,2023-07-01
497,Hat,Kitchen,5,60.0,300.0,2023-10-19
498,Hat,Tools,5,30.0,150.0,2023-12-25
499,Gloves,Movies,6,1000.0,6000.0,2023-08-06
500,Hammer,Music,5,10.0,50.0,2024-02-28
501,Gloves,Jewelry,9,30.0,270.0,2024-03-23
502,Shoes,Drinks,2,30.0,60.0,2023-12-27
503,Laptop,Kitchen,10,130.0,1300.0,2023-11-03
504,Shoes,Kitchen,6,30.0,180.0,2024-03-11
505,Shirt,Music,6,40.0,240.0,2023-10-03
506,Basketball,Movies,6,190.0,1140.0,2024-05-17
507,Shirt,Office,6,20.0,120.0,2024-03-03
508,Hammer,Toys,8,170.0,1360.0,2023-06-26
509,Shoes,Toys,7,70.0,490.0,2023-08-27
510,Shirt,Beauty,5,140.0,700.0,2023-10-13
511,Gloves,Automotive,6,140.0,840.0,2023-12-29
512,Jacket,Music,2,150.0,300.0,2023-09-29
513,Laptop,Health,4,140.0,560.0,2023-12-11
514,Shoes,Pets,10,110.0,1100.0,2023-12-23
515,Laptop,Jewelry,5,190.0,950.0,2023-09-21
516,Laptop,Toys,4,30.0,120.0,2023-08-03
517,Shoes,Automotive,10,10.0,100.0,2023-07-12
518,Laptop,Toys,6,1000.0,6000.0,2023-10-25
519,Shoes,Food,4,100.0,400.0,2024-01-15
520,Shoes,Food,3,10.0,30.0,2023-10-24
521,Hat,Furniture,7,110.0,770.0,2023-07-14
522,Hammer,Pets,10,150.0,1500.0,2023-11-04
523,Socks,Furniture,4,130.0,520.0,2023-06-27
524,Hammer,Books,3,1000.0,3000.0,2024-02-10
525,Hammer,Tools,4,90.0,360.0,2024-03-30
526,Jacket,Health,3,40.0,120.0,2023-09-20
527,Basketball,Beauty,7,130.0,910.0,2024-04-09
528,Gloves,Tools,2,130.0,260.0,2023-10-03
529,Shirt,Food,8,160.0,1280.0,2024-05-29
530,Pants,Health,2,100.0,200.0,2023-06-12
531,Gloves,Health,6,130.0,780.0,2024-01-07
532,Pants,Toys,2,170.0,340.0,2023-10-30
533,Gloves,Jewelry,7,40.0,280.0,2024-05-27
534,Hat,Outdoors,10,100.0,1000.0,2024-05-03
535,Gloves,Automotive,1,40.0,40.0,2024-05-15
536,Hat,Beauty,6,70.0,420.0,2024-01-15
537,Shoes,Tools,9,130.0,1170.0,2024-04-26
538,Shoes,Automotive,1,170.0,170.0,2023-07-18
539,Hammer,Furniture,9,60.0,540.0,2023-06-25
540,Hammer,Movies,8,130.0,1040.0,2024-05-09
541,Hammer,Furniture,10,150.0,1500.0,2024-02-22
542,Socks,Furniture,8,130.0,1040.0,2023-08-13
543,Hat,Food,2,130.0,260.0,2024-04-27
544,Laptop,Office,9,200.0,1800.0,2023-08-24
545,Shoes,Automotive,9,60.0,540.0,2024-02-27
546,Pants,Automotive,6,140.0,840.0,2024-04-10
547,Laptop,Office,6,130.0,780.0,2023-06-29
548,Basketball,Electronics,2,120.0,240.0,2024-03-05
549,Jacket,Outdoors,1,130.0,130.0,2023-07-02
550,Laptop,Health,9,70.0,630.0,2024-04-06
551,Jacket,Clothing,10,50.0,500.0,2023-10-10
552,Socks,Books,8,200.0,1600.0,2023-06-14
553,Pants,Clothing,4,70.0,280.0,2024-05-15
554,Laptop,Beauty,2,70.0,140.0,2023-07-06
555,Shirt,Furniture,5,60.0,300.0,2023-07-13
556,Laptop,Tools,5,80.0,400.0,2024-05-06
557,Laptop,Toys,9,20.0,180.0,2023-11-12
558,Laptop,Garden,4,180.0,720.0,2023-07-14
559,Hat,Jewelry,10,70.0,700.0,2023-09-09
560,Gloves,Movies,8,1000.0,8000.0,2023-08-03
561,Gloves,Music,7,50.0,350.0,2024-04-08
562,Hat,Beauty,5,80.0,400.0,2023-09-15
563,Socks,Tools,10,100.0,1000.0,2023-08-31
564,Socks,Drinks,3,30.0,90.0,2024-05-23
565,Laptop,Garden,1,200.0,200.0,2024-01-07
566,Hat,Pets,5,120.0,600.0,2024-06-01
567,Gloves,Electronics,10,150.0,1500.0,2023-07-16
568,Laptop,Jewelry,4,150.0,600.0,2023-11-16
569,Pants,Office,5,10.0,50.0,2023-07-15
570,Hat,Sports,4,140.0,560.0,2023-12-07
571,Jacket,Outdoors,6,10.0,60.0,2024-03-28
572,Basketball,Clothing,9,30.0,270.0,2023-12-28
573,Socks,Pets,7,170.0,1190.0,2023-10-22
574,Shoes,Clothing,9,90.0,810.0,2023-09-04
575,Gloves,Office,7,150.0,1050.0,2024-03-28
576,Jacket,Food,9,40.0,360.0,2023-10-17
577,Hammer,Toys,6,200.0,1200.0,2023-09-21
578,Laptop,Furniture,8,170.0,1360.0,2024-05-27
579,Hat,Health,7,90.0,630.0,2023-07-25
580,Gloves,Toys,6,100.0,600.0,2024-06-05
581,Shoes,Books,3,50.0,150.0,2024-04-21
582,Shoes,Tools,2,180.0,360.0,2024-06-06
583,Shirt,Outdoors,6,100.0,600.0,2023-07-25
584,Laptop,Electronics,2,170.0,340.0,2024-05-27
585,Jacket,Music,7,20.0,140.0,2023-10-18
586,Laptop,Health,1,160.0,160.0,2023-08-14
587,Shoes,Drinks,10,80.0,800.0,2024-04-11
588,Hat,Electronics,10,120.0,1200.0,2024-04-06
589,Jacket,Furniture,1,120.0,120.0,2023-09-01
590,Hammer,Office,4,20.0,80.0,2024-02-01
591,Pants,Jewelry,1,180.0,180.0,2024-05-11
592,Laptop,Beauty,7,90.0,630.0,2024-01-31
593,Gloves,Sports,4,60.0,240.0,2023-10-20
594,Shoes,Outdoors,5,80.0,400.0,2024-03-20
595,Laptop,Kitchen,5,100.0,500.0,2024-03-17
596,Socks,Garden,5,1000.0,5000.0,2023-12-19
597,Jacket,Tools,4,180.0,720.0,2024-05-29
598,Shoes,Pets,10,170.0,1700.0,2023-11-30
599,Basketball,Sports,10,50.0,500.0,2023-12-13
600,Hat,Automotive,2,80.0,160.0,2023-10-02
601,Shirt,Beauty,2,70.0,140.0,2024-04-03
602,Jacket,Food,8,20.0,160.0,2023-11-01
603,Socks,Pets,4,170.0,680.0,2023-07-19
604,Shirt,Garden,4,200.0,800.0,2024-04-09
605,Hammer,Clothing,1,50.0,50.0,2023-11-28
606,Jacket,Jewelry,6,1000.0,6000.0,2023-08-22
607,Socks,Toys,8,200.0,1600.0,2023-09-11
608,Hammer,Garden,7,100.0,700.0,2023-10-10
609,Pants,Furniture,4,150.0,600.0,2023-12-05
610,Jacket,Electronics,4,120.0,480.0,2023-12-02
611,Shoes,Beauty,1,20.0,20.0,2024-02-17
612,Socks,Beauty,1,180.0,180.0,2023-07-22
613,Hammer,Health,8,50.0,400.0,2023-11-20
614,Hammer,Sports,8,170.0,1360.0,2024-02-15
615,Shoes,Office,2,150.0,300.0,2024-05-06
616,Jacket,Clothing,10,120.0,1200.0,2023-09-16
617,Jacket,Furniture,8,20.0,160.0,2023-10-22
618,Hat,Office,8,10.0,80.0,2023-11-22
619,Shoes,Office,5,100.0,500.0,2023-07-09
620,Jacket,Furniture,10,190.0,1900.0,2023-09-15
621,Gloves,Kitchen,5,130.0,650.0,2024-01-31
622,Hat,Furniture,8,100.0,800.0,2024-03-04
623,Hat,Tools,4,150.0,600.0,2023-11-23
624,Pants,Automotive,2,90.0,180.0,2024-02-05
625,Shirt,Kitchen,10,190.0,1900.0,2024-03-17
626,Laptop,Books,3,20.0,60.0,2024-01-17
627,Shirt,Outdoors,6,100.0,600.0,2023-12-31
628,Pants,Beauty,2,120.0,240.0,2023-06-17
629,Gloves,Beauty,6,90.0,540.0,2023-06-13
630,Socks,Food,6,120.0,720.0,2023-11-10
631,Shirt,Jewelry,6,140.0,840.0,2023-12-02
632,Shirt,Electronics,6,110.0,660.0,2024-02-14
633,Shoes,Electronics,3,100.0,300.0,2024-06-08
634,Laptop,Clothing,1,110.0,110.0,2023-07-18
635,Hat,Outdoors,7,130.0,910.0,2024-04-30
636,Hat,Automotive,2,30.0,60.0,2023-08-25
637,Socks,Clothing,2,160.0,320.0,2023-09-28
638,Socks,Beauty,6,1000.0,6000.0,2023-12-07
639,Laptop,Automotive,3,100.0,300.0,2024-05-17
640,Jacket,Toys,7,110.0,770.0,2024-01-11
641,Shoes,Drinks,7,10.0,70.0,2024-02-13
642,Shoes,Kitchen,9,160.0,1440.0,2024-02-14
643,Basketball,Tools,7,200.0,1400.0,2023-07-26
644,Shirt,Jewelry,9,190.0,1710.0,2023-06-15
645,Socks,Drinks,1,180.0,180.0,2024-05-04
646,Basketball,Furniture,6,10.0,60.0,2023-09-05
647,Hammer,Automotive,7,140.0,980.0,2023-12-03
648,Hat,Kitchen,2,170.0,340.0,2024-01-02
649,Hat,Electronics,10,1000.0,10000.0,2024-04-15
650,Hammer,Sports,1,60.0,60.0,2023-11-09
651,Basketball,Pets,3,100.0,300.0,2024-04-24
652,Shirt,Garden,2,200.0,400.0,2023-09-11
653,Shoes,Outdoors,5,70.0,350.0,2024-01-31
654,Basketball,Drinks,4,200.0,800.0,2023-06-11
655,Socks,Music,5,20.0,100.0,2023-10-16
656,Hat,Music,2,160.0,320.0,2023-07-31
657,Socks,Office,8,60.0,480.0,2024-01-27
658,Jacket,Health,9,190.0,1710.0,2024-06-05
659,Hat,Electronics,4,100.0,400.0,2024-04-09
660,Hammer,Movies,1,160.0,160.0,2023-12-09
661,Hat,Sports,5,120.0,600.0,2023-08-07
662,Gloves,Drinks,7,1000.0,7000.0,2023-11-06
663,Gloves,Outdoors,9,30.0,270.0,2024-01-11
664,Basketball,Kitchen,8,60.0,480.0,2023-08-11
665,Shirt,Sports,9,90.0,810.0,2023-08-21
666,Basketball,Food,7,60.0,420.0,2023-09-24
667,Pants,Automotive,1,170.0,170.0,2024-04-08
668,Hat,Toys,7,40.0,280.0,2023-08-28
669,Shirt,Clothing,9,120.0,1080.0,2023-11-08
670,Hat,Toys,1,200.0,200.0,2023-06-27
671,Jacket,Pets,2,200.0,400.0,2024-03-07
672,Jacket,Furniture,6,50.0,300.0,2023-10-25
673,Jacket,Sports,8,10.0,80.0,2023-12-07
674,Gloves,Kitchen,2,110.0,220.0,2023-12-12
675,Shoes,Music,3,140.0,420.0,2023-08-09
676,Hammer,Furniture,2,100.0,200.0,2023-07-03
677,Shirt,Kitchen,4,190.0,760.0,2023-08-20
678,Shirt,Furniture,1,150.0,150.0,2023-11-26
679,Pants,Office,7,160.0,1120.0,2023-12-22
680,Jacket,Toys,9,50.0,450.0,2023-07-15
681,Hat,Jewelry,9,180.0,1620.0,2023-09-17
682,Socks,Music,2,20.0,40.0,2024-05-07
683,Shoes,Furniture,3,80.0,240.0,2023-10-28
684,Basketball,Sports,7,110.0,770.0,2023-11-25
685,Gloves,Sports,3,80.0,240.0,2024-01-10
686,Basketball,Electronics,10,100.0,1000.0,2023-06-17
687,Jacket,Outdoors,1,170.0,170.0,2024-01-30
688,Gloves,Health,7,110.0,770.0,2024-03-02
689,Laptop,Outdoors,2,110.0,220.0,2023-12-06
690,Hammer,Kitchen,6,150.0,900.0,2023-07-19
691,Socks,Music,5,80.0,400.0,2023-09-02
692,Shirt,Sports,10,10.0,100.0,2023-10-08
693,Hat,Pets,1,1000.0,1000.0,2023-12-15
694,Hammer,Movies,9,40.0,360.0,2023-06-28
695,Shirt,Clothing,2,170.0,340.0,2024-01-09
696,Shirt,Food,6,100.0,600.0,2023-08-02
697,Pants,Books,9,60.0,540.0,2023-06-14
698,Hammer,Pets,9,10.0,90.0,2024-05-17
699,Gloves,Outdoors,6,1000.0,6000.0,2024-02-03
700,Pants,Office,4,80.0,320.0,2024-01-04
701,Pants,Toys,8,110.0,880.0,2023-08-18
702,Socks,Electronics,5,140.0,700.0,2024-01-29
703,Shirt,Movies,8,150.0,1200.0,2024-04-30
704,Shoes,Office,8,50.0,400.0,2024-05-12
705,Socks,Food,3,110.0,330.0,2024-01-27
706,Basketball,Food,6,170.0,1020.0,2023-09-04
707,Pants,Electronics,5,40.0,200.0,2023-06-20
708,Hammer,Sports,5,90.0,450.0,2023-07-14
709,Gloves,Toys,4,110.0,440.0,2023-10-22
710,Shoes,Office,9,60.0,540.0,2024-03-12
711,Pants,Electronics,9,110.0,990.0,2023-08-12
712,Hammer,Music,3,110.0,330.0,2024-05-26
713,Basketball,Music,4,160.0,640.0,2024-02-05
714,Socks,Clothing,5,10.0,50.0,2024-02-13
715,Shirt,Sports,8,70.0,560.0,2023-06-19
716,Basketball,Movies,7,120.0,840.0,2023-07-20
717,Hat,Beauty,4,190.0,760.0,2024-04-26
718,Shoes,Jewelry,1,100.0,100.0,2024-03-22
719,Socks,Garden,6,80.0,480.0,2024-01-26
720,Basketball,Jewelry,2,200.0,400.0,2023-07-24
721,Gloves,Automotive,2,200.0,400.0,2024-01-11
722,Jacket,Furniture,2,200.0,400.0,2023-06-11
723,Pants,Kitchen,3,20.0,60.0,2023-07-18
724,Jacket,Health,2,170.0,340.0,2023-08-10
725,Jacket,Food,3,60.0,180.0,2024-02-24
726,Hammer,Music,7,10.0,70.0,2023-10-28
727,Jacket,Electronics,5,150.0,750.0,2024-01-19
728,Laptop,Music,6,60.0,360.0,2023-10-25
729,Jacket,Pets,7,80.0,560.0,2023-10-12
730,Basketball,Beauty,3,130.0,390.0,2024-02-07
731,Socks,Kitchen,3,40.0,120.0,2023-07-11
732,Laptop,Sports,7,40.0,280.0,2023-08-04
733,Jacket,Beauty,9,180.0,1620.0,2023-08-16
734,Pants,Toys,7,90.0,630.0,2024-06-01
735,Laptop,Drinks,6,40.0,240.0,2024-05-14
736,Laptop,Food,3,10.0,30.0,2024-04-13
737,Shoes,Drinks,1,60.0,60.0,2024-02-10
738,Hammer,Sports,6,90.0,540.0,2023-10-18
739,Laptop,Tools,8,80.0,640.0,2023-08-30
740,Gloves,Books,3,200.0,600.0,2023-08-04
741,Basketball,Tools,1,40.0,40.0,2023-07-14
742,Socks,Tools,1,70.0,70.0,2023-10-31
743,Shirt,Electronics,2,120.0,240.0,2023-06-17
744,Pants,Toys,2,200.0,400.0,2023-07-09
745,Shoes,Pets,10,110.0,1100.0,2024-05-26
746,Socks,Garden,2,200.0,400.0,2024-02-17
747,Hat,Outdoors,9,200.0,1800.0,2023-10-14
748,Hammer,Toys,3,70.0,210.0,2024-04-20
749,Laptop,Pets,2,90.0,180.0,2024-05-20
750,Basketball,Garden,6,160.0,960.0,2023-07-11
751,Jacket,Music,10,20.0,200.0,2024-03-06
752,Hammer,Pets,1,150.0,150.0,2024-03-02
753,Gloves,Automotive,8,140.0,1120.0,2024-01-28
754,Shoes,Tools,7,190.0,1330.0,2024-03-15
755,Shoes,Clothing,3,120.0,360.0,2023-06-10
756,Hat,Pets,10,120.0,1200.0,2023-09-30
757,Socks,Office,6,40.0,240.0,2024-01-19
758,Laptop,Beauty,10,140.0,1400.0,2024-01-30
759,Hat,Kitchen,10,10.0,100.0,2023-12-22
760,Hat,Furniture,6,100.0,600.0,2024-03-11
761,Pants,Office,10,80.0,800.0,2024-04-23
762,Laptop,Kitchen,6,130.0,780.0,2023-06-25
763,Hammer,Garden,3,110.0,330.0,2024-05-03
764,Hat,Food,1,190.0,190.0,2024-04-26
765,Hammer,Outdoors,8,200.0,1600.0,2023-06-28
766,Pants,Electronics,9,110.0,990.0,2024-02-29
767,Laptop,Automotive,3,170.0,510.0,2023-09-06
768,Pants,Electronics,4,110.0,440.0,2024-03-18
769,Hammer,Health,3,1000.0,3000.0,2024-03-19
770,Basketball,Automotive,3,60.0,180.0,2024-01-14
771,Hammer,Garden,7,80.0,560.0,2024-03-29
772,Gloves,Tools,6,170.0,1020.0,2024-05-18
773,Gloves,Tools,8,60.0,480.0,2023-08-25
774,Jacket,Kitchen,7,60.0,420.0,2024-03-13
775,Hat,Health,8,130.0,1040.0,2023-07-24
776,Shirt,Kitchen,7,1000.0,7000.0,2024-03-11
777,Gloves,Outdoors,3,180.0,540.0,2024-02-20
778,Jacket,Electronics,7,190.0,1330.0,2023-07-31
779,Socks,Office,2,160.0,320.0,2023-11-14
780,Basketball,Furniture,4,100.0,400.0,2023-06-21
781,Hammer,Toys,3,190.0,570.0,2023-11-18
782,Pants,Tools,10,40.0,400.0,2023-09-20
783,Laptop,Outdoors,6,200.0,1200.0,2023-12-10
784,Basketball,Food,6,70.0,420.0,2024-05-16
785,Jacket,Pets,9,190.0,1710.0,2023-08-18
786,Hammer,Office,10,1000.0,10000.0,2023-08-04
787,Hammer,Outdoors,7,200.0,1400.0,2023-06-14
788,Gloves,Electronics,10,150.0,1500.0,2024-02-21
789,Basketball,Kitchen,4,150.0,600.0,2023-10-04
790,Shirt,Jewelry,6,80.0,480.0,2023-08-17
791,Shirt,Tools,4,120.0,480.0,2024-05-20
792,Jacket,Toys,6,50.0,300.0,2024-01-01
793,Gloves,Jewelry,4,30.0,120.0,2023-06-19
794,Laptop,Books,2,200.0,400.0,2024-01-24
795,Basketball,Health,4,80.0,320.0,2024-03-16
796,Jacket,Health,7,1000.0,7000.0,2024-03-26
797,Laptop,Pets,4,140.0,560.0,2024-05-24
798,Basketball,Pets,7,100.0,700.0,2023-12-30
799,Shoes,Automotive,1,10.0,10.0,2023-08-19
800,Hat,Outdoors,9,100.0,900.0,2024-06-08
801,Shirt,Sports,9,10.0,90.0,2024-03-08
802,Shirt,Kitchen,3,110.0,330.0,2024-04-03
803,Shirt,Pets,1,180.0,180.0,2023-11-03
804,Pants,Toys,7,170.0,1190.0,2024-03-28
805,Shirt,Tools,2,30.0,60.0,2024-03-07
806,Shoes,Furniture,1,190.0,190.0,2024-05-22
807,Gloves,Pets,7,190.0,1330.0,2023-11-13
808,Shoes,Clothing,6,40.0,240.0,2023-06-23
809,Hat,Pets,3,10.0,30.0,2024-02-04
810,Basketball,Sports,3,100.0,300.0,2023-11-18
811,Basketball,Office,10,160.0,1600.0,2024-05-03
812,Basketball,Outdoors,4,110.0,440.0,2024-04-11
813,Pants,Drinks,3,10.0,30.0,2023-09-20
814,Shoes,Beauty,4,1000.0,4000.0,2024-03-04
815,Hat,Drinks,8,170.0,1360.0,2023-09-01
816,Socks,Kitchen,9,150.0,1350.0,2024-04-10
817,Hammer,Kitchen,8,140.0,1120.0,2024-02-01
818,Laptop,Movies,6,120.0,720.0,2024-02-24
819,Gloves,Sports,9,110.0,990.0,2024-04-03
820,Jacket,Garden,3,90.0,270.0,2024-02-10
821,Shirt,Tools,3,120.0,360.0,2024-04-26
822,Pants,Health,6,30.0,180.0,2024-04-20
823,Laptop,Beauty,3,70.0,210.0,2023-09-28
824,Laptop,Health,6,160.0,960.0,2023-12-19
825,Pants,Office,9,10.0,90.0,2023-11-28
826,Pants,Automotive,6,110.0,660.0,2023-07-26
827,Jacket,Jewelry,6,100.0,600.0,2023-10-26
828,Hammer,Toys,6,50.0,300.0,2024-01-18
829,Shirt,Jewelry,2,80.0,160.0,2024-03-30
830,Gloves,Food,8,70.0,560.0,2023-11-24
831,Laptop,Toys,8,50.0,400.0,2023-10-17
832,Gloves,Jewelry,8,140.0,1120.0,2023-07-01
833,Pants,Beauty,8,1000.0,8000.0,2023-12-05
834,Shoes,Beauty,3,170.0,510.0,2024-05-27
835,Jacket,Sports,5,10.0,50.0,2023-09-11
836,Hammer,Kitchen,8,170.0,1360.0,2023-07-19
837,Hat,Pets,2,100.0,200.0,2023-11-27
838,Socks,Garden,3,1000.0,3000.0,2024-04-09
839,Pants,Garden,10,50.0,500.0,2023-07-18
840,Pants,Office,3,1000.0,3000.0,2024-02-20
841,Hat,Pets,8,120.0,960.0,2023-06-20
842,Jacket,Automotive,5,140.0,700.0,2024-04-05
843,Pants,Office,6,200.0,1200.0,2023-08-21
844,Laptop,Drinks,10,60.0,600.0,2024-05-17
845,Hammer,Kitchen,1,60.0,60.0,2024-01-05
846,Laptop,Books,9,10.0,90.0,2024-06-06
847,Laptop,Electronics,10,170.0,1700.0,2024-01-29
848,Hat,Jewelry,7,180.0,1260.0,2023-10-09
849,Jacket,Beauty,5,140.0,700.0,2024-06-08
850,Basketball,Movies,7,110.0,770.0,2024-04-14
851,Jacket,Kitchen,2,130.0,260.0,2023-11-25
852,Hat,Drinks,1,110.0,110.0,2023-12-16
853,Gloves,Outdoors,9,1000.0,9000.0,2023-10-30
854,Socks,Drinks,3,60.0,180.0,2024-01-24
855,Laptop,Electronics,3,90.0,270.0,2023-06-12
856,Shoes,Outdoors,5,70.0,350.0,2024-01-28
857,Gloves,Beauty,6,20.0,120.0,2023-12-27
858,Hammer,Kitchen,7,80.0,560.0,2023-12-13
859,Gloves,Health,5,1000.0,5000.0,2024-02-07
860,Laptop,Jewelry,5,70.0,350.0,2023-11-03
861,Gloves,Pets,1,160.0,160.0,2023-09-13
862,Socks,Office,4,50.0,200.0,2024-05-06
863,Hat,Garden,6,180.0,1080.0,2024-02-01
864,Laptop,Clothing,7,90.0,630.0,2023-09-11
865,Hammer,Music,10,60.0,600.0,2023-10-19
866,Gloves,Food,4,130.0,520.0,2024-03-08
867,Shirt,Health,4,100.0,400.0,2024-03-27
868,Pants,Furniture,6,180.0,1080.0,2023-12-14
869,Hammer,Garden,1,120.0,120.0,2024-05-27
870,Gloves,Food,7,180.0,1260.0,2024-05-07
871,Laptop,Music,5,130.0,650.0,2023-12-04
872,Pants,Sports,3,150.0,450.0,2024-01-05
873,Socks,Music,9,100.0,900.0,2024-01-21
874,Pants,Garden,5,170.0,850.0,2024-01-09
875,Socks,Kitchen,1,50.0,50.0,2024-01-21
876,Shirt,Furniture,4,60.0,240.0,2023-08-30
877,Hat,Beauty,8,110.0,880.0,2023-06-10
878,Socks,Furniture,8,70.0,560.0,2023-06-28
879,Gloves,Office,6,90.0,540.0,2023-06-26
880,Laptop,Garden,4,50.0,200.0,2023-12-14
881,Pants,Music,4,150.0,600.0,2024-02-18
882,Laptop,Health,4,20.0,80.0,2023-06-28
883,Basketball,Toys,8,170.0,1360.0,2023-11-09
884,Pants,Garden,10,70.0,700.0,2024-04-14
885,Hammer,Food,6,140.0,840.0,2023-08-06
886,Basketball,Health,10,70.0,700.0,2024-02-27
887,Laptop,Tools,1,1000.0,1000.0,2023-10-21
888,Shirt,Electronics,10,20.0,200.0,2023-07-22
889,Hammer,Kitchen,1,50.0,50.0,2024-01-27
890,Jacket,Toys,10,150.0,1500.0,2024-03-01
891,Basketball,Food,4,90.0,360.0,2024-05-15
892,Basketball,Beauty,8,140.0,1120.0,2023-09-24
893,Socks,Office,2,130.0,260.0,2023-12-05
894,Hammer,Outdoors,5,140.0,700.0,2023-08-03
895,Socks,Garden,8,140.0,1120.0,2023-11-07
896,Hammer,Drinks,6,80.0,480.0,2023-07-09
897,Hammer,Drinks,9,40.0,360.0,2023-07-09
898,Socks,Jewelry,4,40.0,160.0,2023-10-14
899,Shoes,Electronics,4,110.0,440.0,2023-07-20
900,Laptop,Beauty,10,90.0,900.0,2024-02-18
901,Socks,Outdoors,6,10.0,60.0,2023-09-03
902,Laptop,Food,5,1000.0,5000.0,2023-07-26
903,Basketball,Kitchen,5,60.0,300.0,2023-10-13
904,Socks,Jewelry,3,1000.0,3000.0,2024-03-10
905,Shirt,Books,8,110.0,880.0,2024-02-11
906,Jacket,Music,6,80.0,480.0,2024-05-25
907,Gloves,Automotive,2,100.0,200.0,2023-08-11
908,Jacket,Music,6,80.0,480.0,2023-06-10
909,Socks,Kitchen,7,30.0,210.0,2024-05-19
910,Laptop,Jewelry,4,150.0,600.0,2023-06-16
911,Socks,Electronics,8,190.0,1520.0,2024-05-21
912,Laptop,Furniture,2,110.0,220.0,2024-01-19
913,Gloves,Toys,8,200.0,1600.0,2023-08-28
914,Gloves,Food,2,20.0,40.0,2024-01-11
915,Jacket,Outdoors,8,110.0,880.0,2023-12-26
916,Pants,Drinks,9,180.0,1620.0,2024-03-23
917,Shoes,Health,5,50.0,250.0,2023-08-17
918,Shoes,Movies,5,100.0,500.0,2024-05-03
919,Hat,Jewelry,3,20.0,60.0,2024-03-11
920,Shirt,Outdoors,8,110.0,880.0,2023-10-05
921,Shirt,Jewelry,3,180.0,540.0,2023-11-15
922,Socks,Sports,3,70.0,210.0,2023-11-03
923,Basketball,Sports,9,90.0,810.0,2023-08-05
924,Jacket,Kitchen,5,130.0,650.0,2024-01-09
925,Hat,Jewelry,8,130.0,1040.0,2024-01-04
926,Shirt,Jewelry,3,180.0,540.0,2024-04-29
927,Basketball,Movies,5,190.0,950.0,2023-09-13
928,Shoes,Pets,5,40.0,200.0,2023-08-03
929,Socks,Health,8,150.0,1200.0,2024-01-21
930,Pants,Food,1,200.0,200.0,2024-02-27
931,Pants,Toys,10,200.0,2000.0,2023-11-02
932,Laptop,Toys,8,50.0,400.0,2023-10-05
933,Jacket,Automotive,10,40.0,400.0,2023-12-25
934,Laptop,Electronics,3,20.0,60.0,2023-09-03
935,Shoes,Drinks,6,170.0,1020.0,2024-01-09
936,Jacket,Drinks,10,60.0,600.0,2024-02-27
937,Basketball,Electronics,7,30.0,210.0,2023-08-31
938,Shoes,Food,9,110.0,990.0,2024-02-10
939,Shirt,Movies,9,130.0,1170.0,2023-11-02
940,Pants,Music,10,1000.0,10000.0,2023-10-24
941,Pants,Furniture,4,70.0,280.0,2023-12-04
942,Hat,Automotive,8,150.0,1200.0,2023-08-19
943,Shirt,Electronics,7,30.0,210.0,2023-07-29
944,Gloves,Books,5,150.0,750.0,2023-11-23
945,Gloves,Music,9,140.0,1260.0,2023-07-23
946,Laptop,Books,8,70.0,560.0,2024-02-09
947,Laptop,Music,5,90.0,450.0,2023-11-12
948,Shoes,Food,3,190.0,570.0,2024-01-06
949,Pants,Tools,10,150.0,1500.0,2024-05-25
950,Jacket,Movies,9,60.0,540.0,2023-12-13
951,Jacket,Health,6,100.0,600.0,2023-11-21
952,Pants,Electronics,4,40.0,160.0,2024-04-24
953,Hat,Toys,10,130.0,1300.0,2023-10-20
954,Shoes,Tools,7,190.0,1330.0,2023-12-18
955,Pants,Beauty,9,120.0,1080.0,2023-07-15
956,Shirt,Music,5,70.0,350.0,2023-12-12
957,Socks,Kitchen,10,10.0,100.0,2024-03-12
958,Gloves,Food,8,10.0,80.0,2023-06-23
959,Shoes,Jewelry,3,70.0,210.0,2023-12-31
960,Gloves,Outdoors,5,70.0,350.0,2023-11-14
961,Basketball,Jewelry,1,60.0,60.0,2023-06-26
962,Pants,Electronics,2,170.0,340.0,2023-11-30
963,Gloves,Electronics,2,80.0,160.0,2024-05-22
964,Laptop,Drinks,4,120.0,480.0,2023-07-02
965,Hat,Pets,10,180.0,1800.0,2024-03-11
966,Laptop,Pets,1,200.0,200.0,2024-05-29
967,Basketball,Drinks,4,180.0,720.0,2024-04-18
968,Shirt,Garden,2,70.0,140.0,2023-07-03
969,Gloves,Jewelry,5,180.0,900.0,2023-06-23
970,Hat,Toys,8,120.0,960.0,2023-07-02
971,Hat,Pets,9,200.0,1800.0,2023-10-26
972,Hammer,Toys,6,200.0,1200.0,2023-12-19
973,Socks,Office,3,50.0,150.0,2023-12-18
974,Pants,Electronics,6,200.0,1200.0,2023-11-09
975,Basketball,Toys,8,140.0,1120.0,2024-01-17
976,Hat,Kitchen,2,200.0,400.0,2023-07-13
977,Shoes,Food,3,1000.0,3000.0,2023-09-19
978,Socks,Music,3,90.0,270.0,2023-12-26
979,Shoes,Food,6,1000.0,6000.0,2024-02-11
980,Hammer,Toys,4,80.0,320.0,2024-04-18
981,Jacket,Toys,9,110.0,990.0,2023-06-22
982,Laptop,Electronics,2,90.0,180.0,2023-12-27
